Region,Scheme,Profit Centre,Offtake #,% of Total Water Delivered,Average Delivery,2023 Water Delivered to Date
#N/A,#N/A,#N/A,S5774,0.01%,17.58117647,12.609
North,Burdekin Haughton,Millaroo System,MB129W1,0.01%,17.555,0
Central,Dawson Valley,Dawson River,UD345,0.01%,17.54082353,45.469
North,Burdekin Haughton,Millaroo System,MA121W1,0.00%,17.5318,0
South,Macintyre Brook,Macintyre River,IW066,0.01%,17.50086957,81.259
#N/A,#N/A,#N/A,TH36,0.01%,17.49571739,99.758
North,Mareeba Dimbulah,Chnl & Supp Dist,R02143,0.00%,17.44923077,#N/A
Burnett and Lower Mary,Bundaberg,Woongarra System,W110011,0.01%,17.41172222,50.821
North,Burdekin Haughton,Millaroo System,MA158W1,0.01%,17.40823529,41.52
North,Burdekin Haughton,Dalbeg System,DB035W1,0.01%,17.40294118,12.64
#N/A,#N/A,#N/A,24/188,0.00%,17.38533333,10.804
North,Burdekin Haughton,Dalbeg System,DA005W2,0.00%,17.36193333,0
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B082002,0.00%,17.3402,22.201
North,Proserpine River,Proserpine River,328P,0.00%,17.32493333,0.005
#N/A,#N/A,#N/A,33702D,0.00%,17.31333333,10.238
North,Burdekin Haughton,Dalbeg System,DA054W1,0.00%,17.3,0
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,TR10003,0.00%,17.257375,31.372
#N/A,#N/A,#N/A,157P2,0.01%,17.24373333,100.067
Burnett and Lower Mary,Bundaberg,Isis System,C010005,0.00%,17.2434375,45.627
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B120004,0.00%,17.24333333,15.34
North,Burdekin Haughton,Dalbeg System,DB049W2,0.00%,17.21573333,0
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B120013,0.00%,17.20786667,15.675
North,Burdekin Haughton,Barratta System,BMP65W1,0.00%,17.16666667,0
Burnett and Lower Mary,Bundaberg,Woongarra System,W030012,0.01%,17.15629412,0
Burnett and Lower Mary,Bundaberg,Gooburrum System,G030008,0.00%,17.11466667,0
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B123101,0.00%,17.08926667,11.377
Burnett and Lower Mary,Bundaberg,Gooburrum System,BYM0020,0.01%,17.0846,0
Central,Dawson Valley,Dawson River,UD555,0.01%,17.08333333,12.264
North,Proserpine River,Proserpine River,050P,0.00%,17.070375,5.576
Burnett and Lower Mary,Bundaberg,Isis System,F060002,0.01%,16.99605556,32.633
Burnett and Lower Mary,Bundaberg,Gooburrum System,BY20001,0.00%,16.98966667,29.718
#N/A,#N/A,#N/A,133P1,0.01%,16.9811875,11.567
North,Burdekin Haughton,Clare System,CB216W1,0.01%,16.97831818,0
North,Burdekin Haughton,Clare System,CA114W1,0.01%,16.97019048,0
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B041001,0.00%,16.96486667,0.005
North,Proserpine River,Proserpine River,120P,0.00%,16.94033333,0
North,Mareeba Dimbulah,Mba River (Brrn),R08278,0.00%,16.93609091,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,R12825,0.00%,16.93492857,#N/A
North,Proserpine River,Proserpine River,020P,0.01%,16.92877778,0.476
North,Burdekin Haughton,Clare System,CA097W1,0.00%,16.924,60.86
Burnett and Lower Mary,Bundaberg,Woongarra System,AMC0030,0.00%,16.9125,0
North,Burdekin Haughton,Millaroo System,MB068W1,0.01%,16.89555556,34.74
Burnett and Lower Mary,Bundaberg,Isis System,IS60011,0.01%,16.88672222,45.017
Burnett and Lower Mary,Bundaberg,Isis System,F010006,0.01%,16.86785,55.152
North,Proserpine River,Proserpine River,385P,0.00%,16.85453333,0
#N/A,#N/A,#N/A,UD586,0.01%,16.84981818,174.246
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,SA20001,0.00%,16.8439375,19.133
#N/A,#N/A,#N/A,C10004,0.01%,16.83617647,0.038
Burnett and Lower Mary,Bundaberg,Gooburrum System,GMC0011,0.00%,16.8132,0.003
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B122003,0.00%,16.81046667,19.665
Central,Dawson Valley,Dawson River,UD425,0.01%,16.80605,42.732
Burnett and Lower Mary,Bundaberg,Gooburrum System,G120003,0.00%,16.79266667,0
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B021004,0.00%,16.7908125,27.293
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B100001,0.00%,16.767375,44.694
#N/A,#N/A,#N/A,26/320,0.00%,16.75466667,32.416
Burnett and Lower Mary,Bundaberg,Isis System,F031003,0.01%,16.74626316,1.01
Burnett and Lower Mary,Bundaberg,Woongarra System,WMC0038,0.01%,16.72578947,29.88
North,Proserpine River,Proserpine River,170P,0.00%,16.7222,0
North,Burdekin Haughton,Dalbeg System,DA063W1,0.00%,16.70266667,0
North,Burdekin Haughton,Haughton System,HS039R1,0.01%,16.67580952,0
Burnett and Lower Mary,Bundaberg,Woongarra System,W041002,0.00%,16.67,40.74
#N/A,#N/A,#N/A,20/001A,0.00%,16.65825,0
North,Burdekin Haughton,Barratta System,BM211W1,0.01%,16.65647059,28.69
North,Burdekin Haughton,Clare System,CA205W1,0.00%,16.65263636,0
Burnett and Lower Mary,Bundaberg,Isis System,C051001,0.01%,16.64905556,22.123
South,Non-scheme,Dumaresq - DRIP,136385,0.01%,16.62708333,291.57
Burnett and Lower Mary,Bundaberg,Isis System,C070005,0.01%,16.60672222,34.673
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B120001,0.00%,16.60266667,14.88
Burnett and Lower Mary,Bundaberg,Isis System,CMC0023,0.01%,16.593,30.261
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,BMC0050,0.00%,16.565,21.68
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,BMC0023,0.00%,16.5522,2.375
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B080006,0.00%,16.51333333,9.19
North,Mareeba Dimbulah,Chnl & Supp Dist,R13524,0.00%,16.51,12.77
Burnett and Lower Mary,Bundaberg,Gooburrum System,BY20002,0.00%,16.50126667,25.537
North,Mareeba Dimbulah,Chnl & Supp Dist,R10792,0.00%,16.48938462,#N/A
Burnett and Lower Mary,Bundaberg,Kolan B & Bucca WR,30440A,0.00%,16.4754375,6.653
#N/A,#N/A,#N/A,S5773,0.01%,16.46352941,35.03
#N/A,#N/A,#N/A,21/410,0.00%,16.41066667,8.775
Burnett and Lower Mary,Bundaberg,Woongarra System,AMC0017,0.01%,16.41052941,0
North,Burdekin Haughton,Dalbeg System,DA067W1,0.00%,16.36693333,0
Burnett and Lower Mary,Bundaberg,Isis System,C050014,0.00%,16.36466667,20.924
Burnett and Lower Mary,Lower Mary River,Main Roads Channel,M10002,0.00%,16.3445625,21.889
#N/A,#N/A,#N/A,20/094,0.00%,16.331125,21.391
Burnett and Lower Mary,Bundaberg,Gooburrum System,MP10004,0.00%,16.33,18.58
Burnett and Lower Mary,Bundaberg,Woongarra System,AL30004,0.01%,16.30989474,61.831
Burnett and Lower Mary,Bundaberg,Woongarra System,W170001,0.00%,16.30935294,22.72
#N/A,#N/A,#N/A,20/005C,0.00%,16.29866667,14.719
#N/A,#N/A,#N/A,S5132,0.00%,16.29666667,42.25
Burnett and Lower Mary,Bundaberg,Woongarra System,W180002,0.00%,16.29152941,51.911
Burnett and Lower Mary,Bundaberg,Isis System,IS60004,0.01%,16.28655556,14.961
#N/A,#N/A,#N/A,20/080,0.00%,16.2679375,8.685
#N/A,#N/A,#N/A,21/402A,0.00%,16.2506,16.993
Burnett and Lower Mary,Bundaberg,Isis System,F030001,0.00%,16.2494375,47.425
Burnett and Lower Mary,Bundaberg,Isis System,C030004,0.01%,16.2385,16.21
North,Burdekin Haughton,Clare System,CA041W1,0.01%,16.22811111,0
Burnett and Lower Mary,Bundaberg,Isis System,CMC0005,0.01%,16.21388889,19.17
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B123002,0.00%,16.20373333,2.346
#N/A,#N/A,#N/A,25/283,0.00%,16.163125,0.534
Burnett and Lower Mary,Bundaberg,Woongarra System,AL20004,0.00%,16.157875,9.489
Burnett and Lower Mary,Bundaberg,Isis System,F011003,0.00%,16.14847059,25.833
Burnett and Lower Mary,Bundaberg,Isis System,C090004,0.00%,16.13529412,33.02
#N/A,#N/A,#N/A,23/022,0.00%,16.130875,0
North,Burdekin Haughton,Dalbeg System,DA062W1,0.00%,16.1214,0
North,Burdekin Haughton,Dalbeg System,DA071W1,0.00%,16.07926667,0
Burnett and Lower Mary,Bundaberg,Isis System,IS40008,0.01%,16.06089474,0
#N/A,#N/A,#N/A,25/279,0.00%,16.03,0.11
Burnett and Lower Mary,Bundaberg,Woongarra System,W140015,0.01%,16.0032,62.81
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,BMC0056,0.00%,16.0004,10.86
Burnett and Lower Mary,Bundaberg,Isis System,DHM0003,0.00%,15.97564706,23.559
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,BMC0025,0.00%,15.9686875,0
Central,Callide Valley,Callide Benefit Area,684781,0.00%,15.968375,#N/A
North,Burdekin Haughton,Millaroo System,MA019W1,0.00%,15.93846667,0
North,Burdekin Haughton,Millaroo System,MA016W1,0.00%,15.9236,0
North,Proserpine River,Proserpine River,137P,0.00%,15.913125,0
North,Burdekin Haughton,Dalbeg System,DB057W1,0.00%,15.906,0
Burnett and Lower Mary,Upper Burnett Supply,Upper Burnett River,7384A,0.00%,15.89773333,0
Burnett and Lower Mary,Bundaberg,Isis System,LC11002,0.00%,15.89558824,0
#N/A,#N/A,#N/A,20/081A,0.00%,15.8954,27.209
Burnett and Lower Mary,Bundaberg,Gooburrum System,G086003,0.00%,15.89446667,29.97
Burnett and Lower Mary,Bundaberg,Isis System,C050001,0.01%,15.88607692,23.066
North,Burdekin Haughton,Millaroo System,MB060W1,0.01%,15.84705556,0
Burnett and Lower Mary,Lower Mary River,Walker Point Channel,WP10007,0.00%,15.83193333,0
Burnett and Lower Mary,Bundaberg,Isis System,F010015,0.00%,15.83094118,38.348
Burnett and Lower Mary,Bundaberg,Isis System,IS70005,0.01%,15.82855556,30.135
Burnett and Lower Mary,Bundaberg,Isis System,IMC0014,0.01%,15.81283333,8.012
Burnett and Lower Mary,Bundaberg,Isis System,DH10009,0.00%,15.78305882,18.125
South,St George,St George River,BJ3,0.01%,15.77683333,116.08
#N/A,#N/A,#N/A,20/083,0.00%,15.7505625,31.546
#N/A,#N/A,#N/A,20/003C,0.00%,15.723125,42.85
North,Burdekin Haughton,Dalbeg System,DB017W2,0.00%,15.720625,20.78
#N/A,#N/A,#N/A,20/159,0.00%,15.71866667,28.65
Burnett and Lower Mary,Upper Burnett Supply,Upper Burnett River,8534W,0.01%,15.69965217,34.72
#N/A,#N/A,#N/A,23/051,0.00%,15.68294118,26.37
#N/A,#N/A,#N/A,23/030,0.00%,15.666875,55.458
Central,Dawson Valley,Dawson River,LD80,0.01%,15.66057143,0.109
#N/A,#N/A,#N/A,20/088,0.00%,15.65975,14.888
Burnett and Lower Mary,Bundaberg,Isis System,IS62003,0.00%,15.65941176,52.05
Burnett and Lower Mary,Bundaberg,Isis System,IS20004,0.01%,15.65538889,51.201
North,Proserpine River,Proserpine River,290P,0.00%,15.6506,0
#N/A,#N/A,#N/A,S4991,0.00%,15.62333333,0
Burnett and Lower Mary,Bundaberg,Woongarra System,WMC0042,0.00%,15.609375,16.37
North,Burdekin Haughton,Dalbeg System,DB018W1,0.00%,15.60666667,0
North,Burdekin Haughton,Dalbeg System,DA065W1,0.00%,15.59353333,0
North,Burdekin Haughton,Clare System,CB220W1,0.00%,15.5906,15.475
North,Burdekin Haughton,Clare System,CB171W2,0.01%,15.58818182,0
Burnett and Lower Mary,Bundaberg,Isis System,LCM0004,0.01%,15.58,18.99
North,Burdekin Haughton,Millaroo System,MA120W1,0.00%,15.56746667,0
North,Proserpine River,Proserpine River,Six Mile Cr Loss,0.00%,15.54625,1.918
North,Burdekin Haughton,Dalbeg System,DA084W1,0.00%,15.53933333,0
Burnett and Lower Mary,Bundaberg,Isis System,C050007,0.01%,15.52438889,31.929
Burnett and Lower Mary,Bundaberg,Woongarra System,WMC0032,0.00%,15.519,7.023
North,Mareeba Dimbulah,Chnl & Supp Dist,R53576,0.00%,15.48269231,#N/A
North,Proserpine River,Proserpine River,225P,0.00%,15.46313333,0
Burnett and Lower Mary,Bundaberg,Woongarra System,W180004,0.01%,15.44234783,60.944
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,SA60001,0.00%,15.4346,0
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,BMC0029,0.00%,15.43053333,12.457
North,Burdekin Haughton,Dalbeg System,DA061W1,0.00%,15.42906667,0
North,Burdekin Haughton,Millaroo System,MA025W1,0.00%,15.4205,0
#N/A,#N/A,#N/A,W5120,0.00%,15.392,3.464
Burnett and Lower Mary,Bundaberg,Gooburrum System,BYM0019,0.00%,15.38386667,15.012
North,Mareeba Dimbulah,Chnl & Supp Dist,R36247,0.00%,15.37669231,#N/A
#N/A,#N/A,#N/A,20/004,0.00%,15.33625,14.14
Burnett and Lower Mary,Bundaberg,Woongarra System,AL10007,0.00%,15.30438889,0
South,Macintyre Brook,Macintyre River,IW170,0.01%,15.28904762,104.88
#N/A,#N/A,#N/A,20/166,0.00%,15.28313333,14.789
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,BEM0019,0.00%,15.26893333,22.223
Burnett and Lower Mary,Bundaberg,Woongarra System,WMC0047,0.00%,15.19338889,43.492
North,Burdekin Haughton,Clare System,CB050W2,0.01%,15.18909091,0
North,Mareeba Dimbulah,Chnl & Supp Dist,R10884A,0.00%,15.16866667,#N/A
#N/A,#N/A,#N/A,24/229,0.00%,15.15666667,55.036
Burnett and Lower Mary,Bundaberg,Isis System,C010001,0.00%,15.14166667,41.05
Burnett and Lower Mary,Bundaberg,Gooburrum System,G120002,0.00%,15.13247059,20.111
#N/A,#N/A,#N/A,23/027,0.00%,15.12116667,0
#N/A,#N/A,#N/A,025P1,0.01%,15.10013043,75
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,BMC0048,0.00%,15.0825,34.86
North,Burdekin Haughton,Clare System,CA092W1,0.00%,15.06361111,52.876
North,Pioneer River,Pioneer Hwks,40B,0.01%,15.06293333,28.965
Burnett and Lower Mary,Boyne River & Tarong,Boyne River,M002,0.00%,15.05922222,9.449
Central,Nogoa Mackenzie,Nogoa River,M055,0.00%,15.05571429,#N/A
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B010001,0.00%,15.04706667,21.265
#N/A,#N/A,#N/A,S5294,0.00%,15.0138,10.207
North,Bowen Broken,Collinsville Pipe,Theiss - Mt Coolon Rd,0.00%,14.99893333,0
North,Burdekin Haughton,Haughton System,HS21CR1,0.00%,14.97470588,0
#N/A,#N/A,#N/A,23/060,0.00%,14.93693333,3.073
Burnett and Lower Mary,Bundaberg,Isis System,F060001,0.00%,14.91588235,7.156
North,Burdekin Haughton,Dalbeg System,DA064W1,0.00%,14.89026667,0
Burnett and Lower Mary,Lower Mary River,Main Roads Channel,M11002,0.00%,14.88713333,18.294
#N/A,#N/A,#N/A,23/033,0.00%,14.874,31.329
North,Burdekin Haughton,Millaroo System,MA024W1,0.00%,14.84155556,0
North,Proserpine River,Proserpine River,130P,0.00%,14.83533333,#N/A
Burnett and Lower Mary,Bundaberg,Woongarra System,W180003,0.01%,14.82157895,16.12
#N/A,#N/A,#N/A,24/211,0.00%,14.8036875,37.969
Burnett and Lower Mary,Bundaberg,Isis System,IMC0017,0.01%,14.80263158,0
North,Mareeba Dimbulah,Chnl & Supp Dist,R10930,0.00%,14.79707692,#N/A
North,Burdekin Haughton,Millaroo System,MA004W3,0.00%,14.788,12.53
North,Burdekin Haughton,Clare System,CA125W1,0.00%,14.771,0
#N/A,#N/A,#N/A,20/149,0.00%,14.7693125,22.744
Burnett and Lower Mary,Bundaberg,Gooburrum System,MP10001,0.00%,14.766,0
#N/A,#N/A,#N/A,S5231,0.00%,14.7635,2.985
North,Burdekin Haughton,Clare System,CA159W1,0.00%,14.74516667,#N/A
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B040011,0.00%,14.72847059,40.732
#N/A,#N/A,#N/A,23/052,0.00%,14.72,10.04
Burnett and Lower Mary,Bundaberg,Gooburrum System,BYM0011,0.00%,14.711,8.945
Burnett and Lower Mary,Bundaberg,Gooburrum System,G120001,0.00%,14.70053333,18.592
Burnett and Lower Mary,Bundaberg,Woongarra System,WMC0051,0.01%,14.69695652,43.46
Burnett and Lower Mary,Bundaberg,Woongarra System,W050008,0.01%,14.69333333,44.05
Burnett and Lower Mary,Lower Mary River,Owanyilla Channel,OMC0002,0.00%,14.6821875,0
Burnett and Lower Mary,Bundaberg,Woongarra System,WMC0083,0.00%,14.68066667,0.191
Burnett and Lower Mary,Bundaberg,Woongarra System,AL20010,0.00%,14.6720625,0
North,Proserpine River,Proserpine River,160P,0.00%,14.66646667,#N/A
Burnett and Lower Mary,Bundaberg,Woongarra System,W111009,0.00%,14.66241176,24.92
North,Burdekin Haughton,Clare System,CA104W1,0.00%,14.66186667,0
Central,Nogoa Mackenzie,Nogoa River,N161,0.00%,14.65326667,11.859
North,Proserpine River,Proserpine River,055P,0.00%,14.63070588,0.017
North,Proserpine River,Proserpine River,226P,0.00%,14.63,1.02
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,BMC0007,0.00%,14.59288235,1.429
Burnett and Lower Mary,Bundaberg,Woongarra System,W114003,0.00%,14.59194737,32.306
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B040014,0.00%,14.58975,0.029
Burnett and Lower Mary,Bundaberg,Gooburrum System,G010002,0.00%,14.57406667,0
Burnett and Lower Mary,Bundaberg,Woongarra System,W030011,0.00%,14.57311765,11.867
North,Burdekin Haughton,Clare System,CB053W2,0.01%,14.55740909,0
North,Burdekin Haughton,Dalbeg System,DA010W3,0.00%,14.54473333,6.286
Central,Nogoa Mackenzie,Nogoa River,FD005,0.00%,14.54375,0
Burnett and Lower Mary,Bundaberg,Woongarra System,AMC0032,0.00%,14.54355556,35.319
North,Burdekin Haughton,Haughton System,HS21FR1,0.00%,14.52566667,2.687
Burnett and Lower Mary,Bundaberg,Woongarra System,WMC0024,0.00%,14.51647059,0
North,Burdekin Haughton,Dalbeg System,DB046W1,0.00%,14.48866667,0
#N/A,#N/A,#N/A,26/381,0.00%,14.48275,8.461
Burnett and Lower Mary,Bundaberg,Gooburrum System,G090001,0.00%,14.474,14.25
Burnett and Lower Mary,Bundaberg,Woongarra System,AMC0019,0.00%,14.46722222,0.003
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B125001,0.00%,14.46193333,10.505
Burnett and Lower Mary,Bundaberg,Gooburrum System,G030003,0.00%,14.38593333,19.874
North,Burdekin Haughton,Barratta System,BM101W1,0.00%,14.38388889,0
Central,Nogoa Mackenzie,Nogoa River,N125,0.00%,14.38023529,114.55
Burnett and Lower Mary,Bundaberg,Kolan B & Bucca WR,41657a,0.00%,14.3525625,0.763
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,BEM0021,0.00%,14.33233333,1.368
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,TMC0002,0.00%,14.3206,22.297
#N/A,#N/A,#N/A,20/155A,0.00%,14.3178,0
South,Non-scheme,Dumaresq - DRIP,145127-151767,0.01%,14.28571429,300
North,Burdekin Haughton,Dalbeg System,DB025W1,0.00%,14.283,0
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B022001,0.00%,14.2805625,0
North,Burdekin Haughton,Barratta System,BN17W9,0.00%,14.27333333,0
North,Burdekin Haughton,Barratta System,BN17W2,0.01%,14.2615,29.6
North,Mareeba Dimbulah,Chnl & Supp Dist,R05500,0.00%,14.25346154,#N/A
Burnett and Lower Mary,Bundaberg,Woongarra System,AL20002,0.00%,14.24211765,2.494
Burnett and Lower Mary,Bundaberg,Isis System,F040002,0.00%,14.239875,20.149
#N/A,#N/A,#N/A,26/329,0.00%,14.21733333,0.05
Central,Nogoa Mackenzie,Nogoa River,Curragh North,0.00%,14.21323529,25.763
Burnett and Lower Mary,Bundaberg,Woongarra System,W114004,0.00%,14.186,0
North,Proserpine River,Proserpine River,329P,0.00%,14.1854,0.654
North,Burdekin Haughton,Clare System,CB050W1,0.01%,14.18026087,0
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,SMC0013,0.00%,14.14993333,32.516
Burnett and Lower Mary,Bundaberg,Gooburrum System,MPM0009,0.00%,14.14366667,14.622
Burnett and Lower Mary,Bundaberg,Isis System,F050004,0.00%,14.12023529,32.769
North,Mareeba Dimbulah,Chnl & Supp Dist,R06622,0.00%,14.118,#N/A
#N/A,#N/A,#N/A,S4791,0.00%,14.115,34.98
Burnett and Lower Mary,Bundaberg,Isis System,F030009,0.00%,14.10964706,32.565
North,Burdekin Haughton,Haughton System,HS003D1,0.00%,14.08764706,0
Burnett and Lower Mary,Bundaberg,Isis System,F050002,0.01%,14.07355,98.614
Burnett and Lower Mary,Bundaberg,Woongarra System,W160007,0.01%,14.06356667,2.631
Burnett and Lower Mary,Bundaberg,Gooburrum System,GBS0001,0.00%,14.05866667,11.177
Central,Dawson Valley,Dawson River,UDUN100,0.01%,14.04179545,51.628
#N/A,#N/A,#N/A,095P2,0.01%,14.02815217,232.277
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,SMC0021,0.00%,14.01633333,0
Burnett and Lower Mary,Bundaberg,Woongarra System,AL11001,0.00%,14.00955556,33.068
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B091002,0.00%,14.006875,6.62
Burnett and Lower Mary,Bundaberg,Gooburrum System,MP40001,0.00%,14.0016,19.32
Central,Dawson Valley,Dawson River,LD145,0.00%,13.99822222,6.328
Burnett and Lower Mary,Bundaberg,Woongarra System,W030009,0.00%,13.99773684,6.38
North,Burdekin Haughton,Dalbeg System,DA005W1,0.00%,13.9722,0
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,TR11003,0.00%,13.9658125,40.783
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B160002,0.00%,13.93333333,30.87
Burnett and Lower Mary,Bundaberg,Isis System,DH20003,0.00%,13.91421053,42.576
Burnett and Lower Mary,Bundaberg,Gooburrum System,G070007,0.00%,13.913625,9.144
#N/A,#N/A,#N/A,20/087A,0.00%,13.9124,#N/A
North,Burdekin Haughton,Clare System,CA110W1,0.00%,13.901,#N/A
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B090003,0.00%,13.9,39.03
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B060004,0.00%,13.898125,31.6
Burnett and Lower Mary,Bundaberg,Woongarra System,AMC0026,0.00%,13.89233333,0.043
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B021001,0.00%,13.88388235,17.68
Burnett and Lower Mary,Bundaberg,Isis System,IS20001,0.00%,13.88029412,8.582
Burnett and Lower Mary,Bundaberg,Kolan B & Bucca WR,36625B,0.00%,13.87625,11.05
Burnett and Lower Mary,Bundaberg,Isis System,DHM0001,0.00%,13.85315789,42.17
Burnett and Lower Mary,Bundaberg,Gooburrum System,G030007,0.00%,13.82406667,0.861
Burnett and Lower Mary,Bundaberg,Isis System,C030008,0.01%,13.81408696,54.306
Burnett and Lower Mary,Bundaberg,Woongarra System,AMC0007,0.00%,13.80425,5.39
North,Burdekin Haughton,Millaroo System,MB070W1,0.01%,13.75962963,18.3
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B080005,0.00%,13.74675,18.866
Burnett and Lower Mary,Bundaberg,A C River,41667W,0.00%,13.73215,0
North,Mareeba Dimbulah,Chnl & Supp Dist,R1173,0.00%,13.70753846,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,R19457,0.00%,13.67507692,#N/A
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,SA12003,0.00%,13.6613,0
#N/A,#N/A,#N/A,097P2,0.01%,13.66127273,0
Burnett and Lower Mary,Bundaberg,Isis System,CMC0007,0.00%,13.66117647,22.97
Burnett and Lower Mary,Bundaberg,Isis System,F011001,0.00%,13.64847368,64.762
Burnett and Lower Mary,Bundaberg,Gooburrum System,G070002,0.00%,13.63313333,5.446
Central,Callide Valley,Callide Benefit Area,L19 RN348 SPIER,0.00%,13.62928571,5.593
North,Mareeba Dimbulah,Mba River (Brrn),R01593,0.00%,13.6067,#N/A
Burnett and Lower Mary,Bundaberg,Woongarra System,WMC0050,0.00%,13.58005263,39.787
North,Mareeba Dimbulah,Chnl & Supp Dist,R00552,0.00%,13.57984615,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,R05628,0.00%,13.56871429,#N/A
Burnett and Lower Mary,Bundaberg,Woongarra System,W140004,0.00%,13.551875,4.99
#N/A,#N/A,#N/A,21/412,0.00%,13.53692857,#N/A
Burnett and Lower Mary,Bundaberg,Isis System,F022002,0.00%,13.52788889,6.544
North,Mareeba Dimbulah,Chnl & Supp Dist,R08695,0.00%,13.50769231,#N/A
Burnett and Lower Mary,Bundaberg,Woongarra System,W030004,0.00%,13.50055556,0
Burnett and Lower Mary,Bundaberg,Isis System,C012002,0.00%,13.4923125,15.606
Burnett and Lower Mary,Bundaberg,Isis System,C030002,0.00%,13.48694444,44.376
Burnett and Lower Mary,Bundaberg,Isis System,F051001,0.00%,13.47911111,35.041
Burnett and Lower Mary,Bundaberg,Isis System,C030001,0.00%,13.46833333,6.172
North,Proserpine River,Proserpine River,235P,0.00%,13.44266667,0.6
North,Burdekin Haughton,Clare System,CA110W2,0.00%,13.42055556,#N/A
#N/A,#N/A,#N/A,104W1,0.01%,13.41173913,#N/A
Central,Nogoa Mackenzie,Nogoa River,N275,0.00%,13.37405556,28.445
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B123302,0.00%,13.3556,0.356
Burnett and Lower Mary,Bundaberg,Isis System,CMC0049,0.00%,13.32029412,14.902
#N/A,#N/A,#N/A,24/226,0.00%,13.316,18.253
North,Proserpine River,Proserpine River,295P,0.00%,13.30746667,0
Burnett and Lower Mary,Bundaberg,Isis System,F040003,0.00%,13.27482353,36.995
North,Burdekin Haughton,Millaroo System,MA164W1,0.00%,13.26944444,0
#N/A,#N/A,#N/A,24/204,0.00%,13.25553333,27.439
North,Burdekin Haughton,Millaroo System,MB132W1,0.00%,13.24333333,0.36
#N/A,#N/A,#N/A,TH18,0.01%,13.24088889,0
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,SA30006,0.00%,13.23853333,20.864
North,Burdekin Haughton,Millaroo System,MB062W1,0.00%,13.23311765,0
North,Burdekin Haughton,Dalbeg System,DA085W1,0.00%,13.226,0
#N/A,#N/A,#N/A,20/074,0.00%,13.2223125,#N/A
Burnett and Lower Mary,Three Moon Creek,Three Mn Ck River,53437A,0.00%,13.22227273,#N/A
#N/A,#N/A,#N/A,W1791,0.00%,13.21986667,8.798
Burnett and Lower Mary,Bundaberg,Woongarra System,W140011,0.00%,13.20617647,21.346
Burnett and Lower Mary,Bundaberg,Isis System,F050001,0.00%,13.20394118,26.804
North,Burdekin Haughton,Millaroo System,MA162W1,0.00%,13.20333333,19.56
#N/A,#N/A,#N/A,S5541,0.00%,13.19875,0
